covid_measure_id,location_id,date_reported,data_type_id,scenario_id,mean,upper,lower,data_class_id.x,location_name,covid_measure_name,data_class_id.y,definition,datatype,scenario_name
4,145,2/28/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,2/29/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/1/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/2/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/3/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/4/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/5/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/6/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/7/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/8/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/9/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/10/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/11/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/12/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/13/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/14/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/15/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/16/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/17/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/18/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/19/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/20/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/21/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/22/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/23/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/24/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/25/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/26/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/27/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/28/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/29/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/30/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,3/31/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/1/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/2/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/3/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/4/2020,1,6,1,1,1,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/5/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/6/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/7/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/8/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/9/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/10/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/11/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/12/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/13/2020,1,6,1,1,1,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/14/2020,1,6,1,1,1,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/15/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/16/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/17/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/18/2020,1,6,1,1,1,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/19/2020,1,6,1,1,1,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/20/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/21/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/22/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/23/2020,1,6,1,1,1,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/24/2020,1,6,1,1,1,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/25/2020,1,6,4,4,4,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/26/2020,1,6,1,1,1,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/27/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/28/2020,1,6,1,1,1,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/29/2020,1,6,1,1,1,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,4/30/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/1/2020,1,6,4,4,4,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/2/2020,1,6,3,3,3,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/3/2020,1,6,5,5,5,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/4/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/5/2020,1,6,0,0,0,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/6/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/7/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/8/2020,1,6,3,3,3,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/9/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/10/2020,1,6,9,9,9,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/11/2020,1,6,7,7,7,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/12/2020,1,6,10,10,10,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/13/2020,1,6,7,7,7,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/14/2020,1,6,6,6,6,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/15/2020,1,6,8,8,8,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/16/2020,1,6,11,11,11,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/17/2020,1,6,5,5,5,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/18/2020,1,6,6,6,6,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/19/2020,1,6,3,3,3,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/20/2020,1,6,3,3,3,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/21/2020,1,6,5,5,5,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/22/2020,1,6,9,9,9,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/23/2020,1,6,10,10,10,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/24/2020,1,6,8,8,8,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/25/2020,1,6,9,9,9,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/26/2020,1,6,7,7,7,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/27/2020,1,6,3,3,3,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/28/2020,1,6,10,10,10,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/29/2020,1,6,9,9,9,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/30/2020,1,6,11,11,11,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,5/31/2020,1,6,7,7,7,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/1/2020,1,6,8,8,8,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/2/2020,1,6,6,6,6,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/3/2020,1,6,4,4,4,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/4/2020,1,6,6,6,6,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/5/2020,1,6,8,8,8,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/6/2020,1,6,10,10,10,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/7/2020,1,6,10,10,10,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/8/2020,1,6,5,5,5,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/9/2020,1,6,4,4,4,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/10/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/11/2020,1,6,4,4,4,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/12/2020,1,6,6,6,6,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/13/2020,1,6,4,4,4,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/14/2020,1,6,7,7,7,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/15/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/16/2020,1,6,5,5,5,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/17/2020,1,6,3,3,3,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/18/2020,1,6,2,2,2,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/19/2020,1,6,5,5,5,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/20/2020,1,6,6,6,6,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Observed,Observed
4,145,6/21/2020,2,1,4.257050287,4.961157942,3.662909872,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,6/22/2020,2,1,4.253886774,5.005056518,3.614304452,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,6/23/2020,2,1,4.258848405,5.094048219,3.577257855,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,6/24/2020,2,1,4.268777179,5.179956784,3.544870571,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,6/25/2020,2,1,4.278466752,5.275899605,3.493393805,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,6/26/2020,2,1,4.285961838,5.337881905,3.460479406,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,6/27/2020,2,1,4.289302951,5.401231792,3.425447833,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,6/28/2020,2,1,4.283071057,5.474151143,3.366995359,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,6/29/2020,2,1,4.268252702,5.547289678,3.307008197,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,6/30/2020,2,1,4.254881238,5.617622333,3.255371361,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/1/2020,2,1,4.241370388,5.701240577,3.198782407,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/2/2020,2,1,4.226259639,5.762840993,3.129195758,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/3/2020,2,1,4.210327703,5.807526278,3.080207497,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/4/2020,2,1,4.194160293,5.863000825,3.018830646,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/5/2020,2,1,4.176576821,5.918925314,2.956851521,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/6/2020,2,1,4.157046462,5.962129653,2.89199112,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/7/2020,2,1,4.135765605,6.026858834,2.835260281,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/8/2020,2,1,4.112140932,6.027190886,2.764032817,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/9/2020,2,1,4.085870212,6.073873078,2.714017377,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/10/2020,2,1,4.058447023,6.11409143,2.664810811,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/11/2020,2,1,4.030976936,6.152639519,2.616208362,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/12/2020,2,1,4.003035956,6.170093025,2.55953579,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/13/2020,2,1,3.974200346,6.220421774,2.497342814,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/14/2020,2,1,3.944674746,6.253728763,2.42529608,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/15/2020,2,1,3.917551937,6.287136828,2.376126159,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/16/2020,2,1,3.895858281,6.314877497,2.347799531,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/17/2020,2,1,3.880923907,6.341229956,2.309075465,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/18/2020,2,1,3.874614673,6.369173211,2.278763242,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/19/2020,2,1,3.878558589,6.419910237,2.251068495,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/20/2020,2,1,3.889844252,6.501600161,2.235517512,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/21/2020,2,1,3.905031217,6.581386708,2.216369383,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/22/2020,2,1,3.924264068,6.678823891,2.198916137,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/23/2020,2,1,3.947215082,6.736899051,2.189054567,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/24/2020,2,1,3.974578419,6.852425872,2.179078954,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/25/2020,2,1,4.007327993,6.986505694,2.177518885,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/26/2020,2,1,4.045494784,7.133408623,2.174625248,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/27/2020,2,1,4.089046587,7.271658112,2.17314419,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/28/2020,2,1,4.138349258,7.442529223,2.176201448,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/29/2020,2,1,4.193268601,7.611793408,2.184365529,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/30/2020,2,1,4.253403143,7.781222995,2.195556418,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,7/31/2020,2,1,4.319395871,7.979083067,2.208160826,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/1/2020,2,1,4.392211658,8.222776338,2.218686791,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/2/2020,2,1,4.472017579,8.426482775,2.222818855,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/3/2020,2,1,4.558916852,8.666654874,2.229732359,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/4/2020,2,1,4.653349033,8.93160141,2.252188439,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/5/2020,2,1,4.75541931,9.217776215,2.284635886,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/6/2020,2,1,4.864962853,9.52364894,2.309271379,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/7/2020,2,1,4.982663547,9.848036115,2.327967201,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/8/2020,2,1,5.109569603,10.23387193,2.34973726,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/9/2020,2,1,5.246178401,10.66161312,2.374974483,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/10/2020,2,1,5.392918156,11.06328091,2.412891667,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/11/2020,2,1,5.550466805,11.49415762,2.465214053,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/12/2020,2,1,5.719265336,11.9508808,2.504405205,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/13/2020,2,1,5.899501619,12.43580172,2.539364592,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/14/2020,2,1,6.091954613,13.028753,2.589248467,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/15/2020,2,1,6.297821421,13.68199025,2.643053245,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/16/2020,2,1,6.518100328,14.12769743,2.701511729,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/17/2020,2,1,6.753725274,14.82357616,2.7772591,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/18/2020,2,1,7.005755873,15.66884652,2.833052311,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/19/2020,2,1,7.275179939,16.58416164,2.90210372,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/20/2020,2,1,7.562775864,17.57229294,2.962142943,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/21/2020,2,1,7.869479476,18.64016012,3.025699805,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/22/2020,2,1,8.19670137,19.76398087,3.102961431,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/23/2020,2,1,8.54623673,20.81915637,3.194949088,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/24/2020,2,1,8.919836191,22.01523629,3.293143916,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/25/2020,2,1,9.319158209,23.37464878,3.398049869,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/26/2020,2,1,9.746092699,24.76195739,3.509403237,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/27/2020,2,1,10.20241882,26.25103862,3.622385376,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/28/2020,2,1,10.68925147,27.84088328,3.723873566,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/29/2020,2,1,11.20821214,29.53937406,3.841690219,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/30/2020,2,1,11.76235113,31.29065821,3.958962823,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,8/31/2020,2,1,12.35471102,33.56475071,4.093505724,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,9/1/2020,2,1,12.98780961,36.03321405,4.226832039,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,9/2/2020,2,1,13.66495744,38.69021412,4.398906734,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
4,145,9/3/2020,2,1,14.38954652,40.79986449,4.524530517,1,Kuwait,deaths,1,"daily covid deaths (raw when observed)",Estimate,Reference
